subscription_id,subscription_type,date_of_beginning,date_of_ending,price
4058,семейная,2024-03-14,2024-07-02,900
4059,базовая,2023-09-22,2023-10-02,500
4060,премиум,2025-04-04,2025-09-13,1200
4061,студенческая,2024-11-22,2024-12-16,450
4062,премиум,2023-09-14,2023-11-29,1200
4063,стандарт,2023-12-15,2024-04-30,700
4064,семейная,2024-08-21,2024-08-23,900
4065,стандарт,2024-11-19,2025-03-05,700
4066,стандарт,2024-05-18,2024-11-24,700
4067,студенческая,2023-10-05,2024-06-11,450
4068,студенческая,2023-09-24,2024-01-12,450
4069,студенческая,2023-07-23,2023-07-25,450
4070,базовая,2024-07-25,2024-08-07,500
4071,премиум,2024-04-01,2024-04-12,1200
4072,семейная,2024-04-27,2024-10-03,900
4073,базовая,2024-06-01,2025-03-15,500
4074,базовая,2023-07-25,2024-02-25,500
4075,базовая,2023-08-05,2023-08-19,500
4076,стандарт,2024-10-03,2024-10-16,700
4077,стандарт,2023-09-09,2023-10-09,700
4078,базовая,2025-01-21,2025-05-25,500
4079,стандарт,2024-06-12,2024-07-02,700
4080,базовая,2023-12-04,2024-06-18,500
4081,семейная,2024-11-18,2025-07-25,900
4082,семейная,2024-02-19,2024-06-29,900
4083,семейная,2024-11-30,2025-03-25,900
4084,базовая,2023-05-26,2023-09-17,500
4085,базовая,2024-09-13,2025-03-13,500
4086,семейная,2023-10-01,2023-11-16,900
4087,премиум,2024-03-09,2024-05-30,1200
4088,студенческая,2025-05-04,2025-08-07,450
4089,базовая,2024-10-22,2025-05-08,500
4090,базовая,2024-08-06,2024-11-07,500
4091,базовая,2024-08-28,2024-09-15,500
4092,стандарт,2023-11-20,2024-10-01,700
4093,студенческая,2023-11-30,2024-01-11,450
4094,студенческая,2025-03-26,2025-06-08,450
4095,базовая,2025-01-21,2025-02-01,500
4096,базовая,2024-06-12,2025-01-19,500
4097,студенческая,2024-01-19,2024-02-16,450
4098,студенческая,2024-06-01,2024-06-05,450
4099,премиум,2025-02-12,2025-02-14,1200
4100,стандарт,2024-07-08,2024-07-09,700
4101,семейная,2023-10-23,2023-11-02,900
4102,базовая,2024-07-07,2025-01-07,500
4103,стандарт,2024-08-29,2025-05-06,700
4104,семейная,2025-03-06,2025-03-28,900
4105,стандарт,2024-09-14,2024-11-06,700
4106,базовая,2024-12-23,2025-07-31,500
4107,студенческая,2024-02-08,2024-03-03,450
4108,семейная,2024-05-31,2024-06-30,900
4109,базовая,2024-09-21,2025-03-30,500
4110,стандарт,2025-01-23,2025-02-07,700
4111,базовая,2024-08-21,2024-09-19,500
4112,семейная,2025-01-20,2025-02-17,900
4113,базовая,2023-12-08,2023-12-29,500
4114,стандарт,2023-08-22,2023-09-14,700
4115,премиум,2024-06-21,2024-07-23,1200
4116,семейная,2024-02-03,2024-02-28,900
4117,стандарт,2024-02-24,2024-07-07,700
4118,базовая,2024-01-15,2024-11-19,500
4119,студенческая,2023-05-29,2023-08-04,450
4120,студенческая,2024-05-28,2024-11-26,450
4121,базовая,2023-10-21,2023-11-29,500
4122,премиум,2024-04-27,2024-05-26,1200
4123,стандарт,2025-02-09,2025-03-02,700
4124,базовая,2024-08-12,2024-10-31,500
4125,премиум,2024-07-29,2024-11-21,1200
4126,студенческая,2024-07-15,2024-07-30,450
4127,студенческая,2023-06-10,2023-11-18,450
4128,семейная,2024-12-19,2025-06-24,900
4129,студенческая,2025-02-14,2025-07-22,450
4130,стандарт,2024-11-01,2024-11-09,700
4131,премиум,2023-08-10,2024-07-27,1200
4132,премиум,2023-07-23,2024-02-27,1200
4133,базовая,2023-10-03,2024-02-03,500
4134,базовая,2024-08-13,2024-08-20,500
4135,базовая,2024-08-19,2024-12-30,500
4136,базовая,2023-09-29,2023-10-19,500
4137,премиум,2023-11-01,2023-11-24,1200
4138,базовая,2025-03-12,2025-04-05,500
4139,премиум,2024-11-21,2025-04-24,1200
4140,семейная,2024-12-27,2025-04-05,900
4141,премиум,2023-05-22,2023-09-26,1200
4142,семейная,2025-03-02,2025-07-03,900
4143,семейная,2023-05-31,2023-12-23,900
4144,семейная,2025-02-11,2025-02-22,900
4145,семейная,2023-06-21,2023-11-30,900
4146,премиум,2024-01-19,2024-05-04,1200
4147,базовая,2024-08-10,2024-08-13,500
4148,семейная,2024-07-25,2025-01-19,900
4149,студенческая,2025-02-19,2025-03-05,450
4150,студенческая,2024-05-25,2025-03-17,450
4151,студенческая,2024-04-22,2024-05-27,450
4152,семейная,2024-06-09,2024-07-08,900
4153,базовая,2024-10-25,2025-01-27,500
4154,семейная,2024-11-24,2025-04-27,900
4155,студенческая,2025-04-19,2025-04-27,450
4156,стандарт,2023-05-30,2023-06-12,700
4157,стандарт,2023-11-16,2023-12-11,700
4158,семейная,2023-07-07,2023-07-16,900
4159,премиум,2024-12-18,2025-09-26,1200
4160,базовая,2023-12-25,2024-03-07,500
4161,стандарт,2024-06-17,2024-07-11,700
4162,премиум,2024-07-23,2024-08-06,1200
4163,базовая,2025-05-11,2025-10-26,500
4164,стандарт,2025-04-12,2025-04-20,700
4165,базовая,2023-07-10,2023-08-04,500
4166,студенческая,2023-06-04,2023-06-11,450
4167,стандарт,2023-07-03,2024-02-01,700
4168,премиум,2023-08-24,2023-09-24,1200
4169,премиум,2024-04-03,2024-07-04,1200
4170,семейная,2024-12-28,2025-01-23,900
4171,премиум,2024-11-23,2024-12-24,1200
4172,студенческая,2024-06-07,2024-11-20,450
4173,семейная,2025-01-10,2025-03-03,900
4174,премиум,2023-09-20,2023-11-08,1200
4175,премиум,2024-02-04,2024-03-24,1200
4176,стандарт,2023-06-09,2023-06-18,700
4177,семейная,2023-11-26,2023-11-29,900
4178,базовая,2025-02-01,2025-03-09,500
4179,премиум,2024-10-27,2024-10-31,1200
4180,студенческая,2024-07-12,2024-09-04,450
4181,базовая,2024-09-03,2024-10-23,500
4182,базовая,2024-11-27,2024-12-15,500
4183,премиум,2023-11-04,2024-03-28,1200
4184,стандарт,2024-10-06,2024-11-05,700
4185,базовая,2024-11-07,2025-03-26,500
4186,премиум,2023-10-12,2024-06-17,1200
4187,базовая,2025-03-16,2025-08-19,500
4188,студенческая,2024-10-26,2025-02-25,450
4189,студенческая,2023-06-12,2023-06-29,450
4190,студенческая,2023-06-12,2023-12-02,450
4191,стандарт,2025-02-09,2025-02-28,700
4192,стандарт,2024-09-22,2024-10-19,700
4193,премиум,2024-12-07,2025-01-22,1200
4194,семейная,2025-03-02,2026-01-11,900
4195,студенческая,2025-03-07,2025-06-19,450
4196,стандарт,2023-08-13,2023-09-13,700
4197,премиум,2023-06-17,2024-05-01,1200
4198,базовая,2024-06-02,2024-10-04,500
4199,базовая,2024-10-18,2025-03-07,500
4200,премиум,2023-08-01,2023-09-11,1200
4201,семейная,2024-02-28,2024-07-13,900
4202,стандарт,2023-07-29,2023-08-02,700
4203,стандарт,2023-12-16,2024-05-09,700
4204,семейная,2023-09-04,2024-08-30,900
4205,студенческая,2025-02-05,2025-02-18,450
4206,студенческая,2024-12-22,2025-03-07,450
4207,премиум,2025-03-30,2026-01-14,1200
4208,студенческая,2025-01-01,2025-06-30,450
4209,базовая,2024-04-13,2024-07-16,500
4210,студенческая,2023-08-14,2023-12-22,450
4211,базовая,2023-07-10,2023-11-26,500
4212,премиум,2024-06-27,2024-11-12,1200
4213,премиум,2023-12-14,2024-01-01,1200
4214,студенческая,2024-12-03,2025-03-11,450
4215,студенческая,2025-04-04,2025-04-18,450
4216,студенческая,2024-03-12,2024-08-05,450
4217,стандарт,2024-12-04,2025-04-15,700
4218,базовая,2024-11-13,2024-11-16,500
4219,премиум,2024-01-20,2024-08-12,1200
4220,студенческая,2024-11-05,2024-11-21,450
4221,студенческая,2023-10-22,2023-10-28,450
4222,семейная,2024-07-29,2024-10-20,900
4223,базовая,2024-05-10,2024-05-15,500
4224,семейная,2025-04-06,2025-08-14,900
4225,базовая,2023-11-19,2023-12-17,500
4226,студенческая,2023-12-17,2024-01-10,450
4227,базовая,2025-05-11,2025-07-21,500
4228,базовая,2023-11-04,2023-12-16,500
4229,премиум,2025-03-08,2025-03-23,1200
4230,премиум,2024-10-27,2024-11-27,1200
4231,премиум,2024-07-12,2024-12-30,1200
4232,стандарт,2024-04-07,2024-10-05,700
4233,стандарт,2024-07-03,2024-09-08,700
4234,базовая,2024-04-02,2024-04-14,500
4235,базовая,2024-12-06,2025-11-20,500
4236,студенческая,2024-01-24,2024-01-28,450
4237,стандарт,2025-03-10,2025-05-06,700
4238,базовая,2023-12-27,2024-01-12,500
4239,базовая,2024-08-15,2024-09-04,500
4240,премиум,2024-10-26,2025-01-05,1200
4241,студенческая,2024-07-05,2025-03-24,450
4242,студенческая,2024-12-09,2025-04-17,450
4243,студенческая,2023-08-27,2023-12-30,450
4244,базовая,2024-02-21,2024-05-15,500
4245,стандарт,2023-10-11,2023-10-31,700
4246,семейная,2024-04-26,2024-08-01,900
4247,базовая,2025-03-09,2025-03-20,500
4248,стандарт,2024-07-17,2024-08-10,700
4249,базовая,2024-10-21,2025-09-25,500
4250,базовая,2023-12-08,2024-03-25,500
4251,студенческая,2023-09-11,2023-10-31,450
4252,премиум,2024-02-10,2024-07-19,1200
4253,премиум,2024-09-08,2025-07-24,1200
4254,студенческая,2024-05-17,2024-09-19,450
4255,стандарт,2024-01-25,2024-05-29,700
4256,студенческая,2025-02-15,2025-06-13,450
4257,базовая,2024-06-23,2024-06-29,500
4258,стандарт,2023-08-12,2023-08-26,700
4259,премиум,2023-09-15,2023-12-08,1200
4260,семейная,2025-03-04,2025-07-13,900
4261,семейная,2024-03-25,2024-04-17,900
4262,премиум,2024-03-20,2024-07-13,1200
4263,премиум,2024-06-21,2024-09-23,1200
4264,базовая,2024-10-15,2025-02-22,500
4265,семейная,2023-08-18,2024-02-08,900
4266,премиум,2024-12-21,2025-10-18,1200
4267,стандарт,2024-05-26,2024-06-08,700
4268,стандарт,2023-07-29,2023-08-26,700
4269,базовая,2023-12-16,2024-03-17,500
4270,базовая,2024-01-07,2024-05-01,500
4271,премиум,2023-12-24,2024-08-20,1200
4272,премиум,2025-05-16,2025-05-31,1200
4273,семейная,2024-01-11,2024-01-30,900
4274,премиум,2024-12-04,2025-10-28,1200
4275,семейная,2025-01-13,2025-01-29,900
4276,стандарт,2024-09-07,2024-09-27,700
4277,премиум,2024-12-08,2025-01-17,1200
4278,семейная,2024-06-01,2024-11-11,900
4279,премиум,2024-08-30,2024-09-08,1200
4280,премиум,2023-09-18,2023-09-23,1200
4281,стандарт,2024-09-02,2024-09-10,700
4282,премиум,2024-11-08,2024-11-19,1200
4283,семейная,2024-07-04,2024-07-26,900
4284,студенческая,2024-01-28,2024-02-06,450
4285,семейная,2025-03-10,2025-04-05,900
4286,базовая,2023-11-09,2024-04-06,500
4287,семейная,2023-08-28,2024-03-04,900
4288,студенческая,2024-06-21,2024-07-14,450
4289,стандарт,2024-02-15,2025-02-04,700
4290,студенческая,2024-07-03,2024-07-23,450
4291,студенческая,2023-12-02,2023-12-13,450
4292,базовая,2023-11-25,2024-06-09,500
4293,премиум,2024-02-16,2025-01-26,1200
4294,студенческая,2024-05-25,2024-07-30,450
4295,премиум,2024-05-04,2024-05-16,1200
4296,базовая,2023-09-17,2023-09-22,500
4297,семейная,2024-10-20,2025-01-13,900
4298,семейная,2023-06-12,2024-02-24,900
4299,стандарт,2025-03-25,2026-02-26,700
4300,премиум,2023-08-21,2023-09-13,1200
4301,базовая,2023-05-25,2023-07-15,500
4302,семейная,2024-11-08,2025-10-30,900
4303,стандарт,2023-10-17,2023-11-15,700
4304,стандарт,2025-04-05,2025-10-24,700
4305,студенческая,2024-04-25,2024-06-06,450
4306,стандарт,2024-05-25,2024-05-29,700
4307,премиум,2024-04-20,2024-07-12,1200
4308,премиум,2023-10-16,2023-11-06,1200
4309,стандарт,2023-06-14,2024-03-29,700
4310,базовая,2024-02-04,2024-11-18,500
4311,базовая,2024-08-26,2024-09-04,500
4312,премиум,2023-11-02,2024-04-14,1200
4313,базовая,2024-07-11,2024-07-16,500
4314,студенческая,2024-09-27,2025-09-18,450
4315,премиум,2023-08-04,2023-12-22,1200
4316,стандарт,2025-05-19,2026-04-30,700
4317,семейная,2023-06-28,2023-07-24,900
4318,премиум,2025-03-21,2025-04-17,1200
4319,студенческая,2024-09-06,2024-10-20,450
4320,базовая,2024-06-10,2024-07-27,500
4321,стандарт,2023-06-06,2024-05-19,700
4322,базовая,2024-04-04,2024-04-05,500
4323,премиум,2024-10-11,2024-10-25,1200
4324,премиум,2024-07-09,2024-08-19,1200
4325,студенческая,2024-11-20,2024-12-20,450
4326,студенческая,2024-05-04,2025-03-11,450
4327,премиум,2025-01-27,2025-05-14,1200
4328,студенческая,2024-02-06,2024-10-21,450
4329,семейная,2024-03-19,2024-03-30,900
4330,базовая,2023-06-13,2023-09-16,500
4331,премиум,2023-12-20,2023-12-27,1200
4332,базовая,2024-05-03,2024-08-24,500
4333,студенческая,2024-03-12,2024-03-29,450
4334,премиум,2023-09-08,2023-09-10,1200
4335,базовая,2024-11-04,2025-10-20,500
4336,премиум,2024-08-14,2025-02-07,1200
4337,стандарт,2025-04-16,2025-11-01,700
4338,премиум,2025-03-17,2025-09-08,1200
4339,студенческая,2024-08-19,2024-09-04,450
4340,семейная,2024-06-23,2024-09-29,900
4341,премиум,2025-05-08,2025-06-05,1200
4342,семейная,2024-07-20,2024-08-04,900
4343,студенческая,2025-01-29,2025-02-20,450
4344,стандарт,2024-07-26,2025-06-12,700
4345,студенческая,2024-02-07,2024-09-02,450
4346,студенческая,2023-08-21,2023-09-16,450
4347,премиум,2024-02-02,2024-08-05,1200
4348,семейная,2025-04-01,2025-04-03,900
4349,стандарт,2024-08-02,2024-08-04,700
4350,студенческая,2023-09-11,2024-09-01,450
4351,базовая,2023-09-04,2024-07-02,500
4352,стандарт,2025-04-07,2025-09-24,700
4353,премиум,2024-08-11,2025-06-10,1200
4354,студенческая,2025-02-19,2025-11-02,450
4355,студенческая,2023-08-27,2024-01-01,450
4356,семейная,2025-01-07,2025-09-18,900
4357,стандарт,2023-06-20,2023-06-23,700
4358,базовая,2024-11-23,2024-11-24,500
4359,студенческая,2023-07-25,2024-02-18,450
4360,стандарт,2024-12-27,2025-11-02,700
4361,семейная,2024-07-29,2025-07-13,900
4362,стандарт,2024-01-24,2024-01-30,700
4363,базовая,2023-05-30,2023-09-25,500
4364,базовая,2023-11-13,2024-10-08,500
4365,премиум,2023-08-23,2023-08-28,1200
4366,семейная,2024-10-18,2025-07-31,900
4367,семейная,2024-10-05,2025-01-07,900
4368,базовая,2024-11-05,2025-01-19,500
4369,семейная,2023-06-05,2023-06-17,900
4370,стандарт,2023-12-17,2024-04-06,700
4371,семейная,2023-10-13,2024-01-20,900
4372,семейная,2024-04-22,2024-05-18,900
4373,семейная,2024-02-13,2024-09-04,900
4374,премиум,2023-11-30,2023-12-12,1200
4375,премиум,2024-05-14,2024-08-29,1200
4376,стандарт,2023-11-01,2023-11-30,700
4377,премиум,2025-01-29,2025-02-02,1200
4378,студенческая,2024-07-16,2024-07-19,450
4379,семейная,2023-08-13,2023-09-27,900
4380,семейная,2025-04-15,2025-06-24,900
4381,премиум,2024-05-21,2024-06-17,1200
4382,базовая,2023-12-07,2023-12-19,500
4383,студенческая,2024-12-07,2024-12-27,450
4384,студенческая,2025-04-13,2025-04-17,450
4385,стандарт,2024-06-21,2025-01-21,700
4386,базовая,2023-12-19,2024-03-29,500
4387,семейная,2023-05-24,2023-11-07,900
4388,семейная,2024-01-04,2024-04-02,900
4389,премиум,2023-11-07,2023-11-21,1200
4390,премиум,2023-11-22,2024-02-24,1200
4391,стандарт,2024-02-09,2024-07-15,700
4392,базовая,2024-01-15,2024-02-12,500
4393,семейная,2025-02-07,2025-05-21,900
4394,премиум,2024-08-20,2025-01-03,1200
4395,премиум,2023-11-29,2024-09-19,1200
4396,студенческая,2024-11-09,2025-06-19,450
4397,семейная,2025-01-29,2025-02-12,900
4398,студенческая,2024-03-22,2024-06-06,450
4399,базовая,2025-05-09,2025-06-01,500
4400,базовая,2024-09-30,2024-10-02,500
4401,стандарт,2023-12-12,2024-01-04,700
4402,семейная,2024-03-20,2024-04-06,900
4403,студенческая,2024-05-17,2025-01-17,450
4404,стандарт,2023-09-22,2024-03-16,700
4405,семейная,2024-10-01,2025-08-20,900
4406,студенческая,2024-04-10,2024-05-23,450
4407,базовая,2024-07-03,2025-07-03,500
4408,базовая,2024-07-26,2024-08-21,500
4409,премиум,2025-02-11,2025-03-08,1200
4410,премиум,2024-10-10,2025-08-26,1200
4411,студенческая,2024-03-30,2024-05-06,450
4412,премиум,2024-04-05,2024-09-02,1200
4413,семейная,2023-09-16,2023-09-22,900
4414,студенческая,2024-01-07,2024-02-06,450
4415,базовая,2025-04-30,2025-05-01,500
4416,семейная,2024-10-09,2025-03-16,900
4417,премиум,2024-07-14,2024-10-20,1200
4418,премиум,2024-01-07,2024-01-15,1200
4419,студенческая,2024-04-02,2024-04-30,450
4420,стандарт,2025-01-03,2025-01-12,700
4421,студенческая,2025-01-20,2025-02-10,450
4422,базовая,2025-03-13,2025-03-19,500
4423,стандарт,2024-10-25,2024-11-20,700
4424,студенческая,2023-09-06,2024-05-01,450
4425,семейная,2024-01-22,2024-02-14,900
4426,семейная,2024-03-11,2024-09-07,900
4427,семейная,2024-09-27,2025-03-30,900
4428,базовая,2025-03-06,2025-06-21,500
4429,студенческая,2024-01-22,2024-02-10,450
4430,премиум,2024-12-31,2025-01-20,1200
4431,стандарт,2025-04-09,2025-08-29,700
4432,базовая,2025-04-20,2025-09-18,500
4433,студенческая,2024-04-07,2024-04-27,450
4434,премиум,2023-08-10,2023-09-06,1200
4435,базовая,2023-06-05,2023-06-28,500
4436,студенческая,2023-10-29,2024-09-11,450
4437,стандарт,2024-09-09,2024-09-25,700
4438,студенческая,2023-08-09,2023-09-03,450
4439,стандарт,2024-10-07,2024-10-27,700
4440,студенческая,2024-09-11,2024-09-18,450
4441,студенческая,2024-03-29,2024-09-07,450
4442,семейная,2024-09-18,2024-09-28,900
4443,премиум,2023-11-10,2024-04-30,1200
4444,студенческая,2024-12-27,2024-12-30,450
4445,базовая,2024-12-16,2025-03-07,500
4446,семейная,2024-05-06,2024-10-15,900
4447,стандарт,2023-07-03,2023-08-04,700
4448,премиум,2024-12-16,2025-09-07,1200
4449,премиум,2024-02-29,2024-06-10,1200
4450,премиум,2025-02-22,2025-02-24,1200
4451,базовая,2024-07-23,2024-10-12,500
4452,семейная,2024-09-27,2024-10-06,900
4453,базовая,2025-01-18,2025-03-02,500
4454,стандарт,2024-03-17,2024-08-30,700
4455,семейная,2024-11-16,2024-12-13,900
4456,студенческая,2024-11-30,2024-12-18,450
4457,стандарт,2024-10-24,2024-11-03,700
4458,студенческая,2025-04-16,2025-09-20,450
4459,премиум,2025-01-03,2025-01-08,1200
4460,премиум,2023-09-09,2023-09-11,1200
4461,студенческая,2024-08-23,2024-09-06,450
4462,базовая,2023-11-07,2024-07-01,500
4463,базовая,2025-03-24,2025-04-20,500
4464,стандарт,2023-12-16,2024-02-03,700
4465,семейная,2024-09-21,2024-12-20,900
4466,семейная,2025-03-17,2025-03-20,900
4467,базовая,2024-07-27,2024-08-11,500
4468,студенческая,2023-11-11,2024-01-19,450
4469,студенческая,2023-09-06,2023-09-22,450
4470,базовая,2025-03-27,2025-09-17,500
4471,семейная,2024-05-20,2024-06-03,900
4472,студенческая,2025-04-03,2025-04-14,450
4473,семейная,2023-11-30,2023-12-31,900
4474,студенческая,2025-02-19,2025-05-11,450
4475,студенческая,2024-03-24,2024-05-29,450
4476,студенческая,2025-04-13,2025-07-19,450
4477,семейная,2024-10-23,2025-01-16,900
4478,семейная,2024-01-29,2024-12-01,900
4479,семейная,2023-06-13,2023-06-15,900
4480,семейная,2025-02-06,2025-03-20,900
4481,базовая,2024-12-24,2025-07-31,500
4482,премиум,2024-11-29,2024-12-09,1200
4483,семейная,2024-07-28,2024-08-02,900
4484,премиум,2025-01-15,2025-05-19,1200
4485,студенческая,2024-07-16,2025-01-06,450
4486,стандарт,2023-08-30,2023-12-29,700
4487,премиум,2024-05-01,2024-05-09,1200
4488,семейная,2024-02-16,2024-03-15,900
4489,премиум,2024-03-06,2024-04-16,1200
4490,премиум,2024-06-10,2024-07-30,1200
4491,студенческая,2024-04-19,2024-08-23,450
4492,премиум,2023-07-30,2024-03-15,1200
4493,премиум,2023-09-08,2023-09-09,1200
4494,стандарт,2025-01-03,2025-06-26,700
4495,семейная,2024-04-16,2024-04-22,900
4496,студенческая,2024-08-28,2024-09-16,450
4497,премиум,2024-11-02,2025-06-19,1200
4498,базовая,2024-03-25,2024-05-26,500
4499,премиум,2024-06-13,2024-09-21,1200
4500,премиум,2024-01-31,2024-06-16,1200
4501,студенческая,2024-04-26,2024-11-14,450
4502,базовая,2023-07-26,2023-11-17,500
4503,семейная,2024-05-27,2024-08-10,900
4504,базовая,2024-08-15,2024-08-26,500
4505,семейная,2023-09-30,2023-12-16,900
4506,стандарт,2023-12-26,2024-01-17,700
4507,семейная,2024-10-22,2024-11-20,900
4508,премиум,2024-12-10,2025-01-13,1200
4509,студенческая,2023-07-24,2023-08-12,450
4510,стандарт,2023-12-02,2024-06-07,700
4511,студенческая,2024-08-17,2025-07-07,450
4512,студенческая,2024-01-30,2024-02-02,450
4513,студенческая,2024-05-07,2025-01-26,450
4514,стандарт,2023-11-09,2023-11-18,700
4515,премиум,2025-01-18,2025-02-18,1200
4516,стандарт,2024-05-12,2024-10-05,700
4517,семейная,2024-03-18,2024-04-07,900
4518,базовая,2025-03-08,2025-03-15,500
4519,студенческая,2024-05-20,2024-07-17,450
4520,стандарт,2024-02-20,2024-07-18,700
4521,семейная,2024-11-01,2025-10-05,900
4522,семейная,2024-05-18,2025-02-28,900
4523,базовая,2024-03-08,2024-03-25,500
4524,стандарт,2024-03-27,2024-08-14,700
4525,базовая,2024-10-23,2024-11-09,500
4526,базовая,2024-06-28,2024-07-15,500
4527,студенческая,2023-08-23,2023-11-27,450
4528,базовая,2024-04-05,2024-06-06,500
4529,базовая,2024-06-13,2024-07-31,500
4530,студенческая,2023-08-04,2024-04-20,450
4531,премиум,2024-01-17,2024-08-11,1200
4532,стандарт,2024-10-23,2024-10-24,700
4533,студенческая,2025-01-11,2025-02-25,450
4534,стандарт,2023-09-08,2024-02-18,700
4535,студенческая,2024-05-22,2024-06-05,450
4536,студенческая,2024-03-28,2024-07-12,450
4537,студенческая,2024-06-11,2025-04-08,450
4538,семейная,2024-10-19,2024-11-14,900
4539,стандарт,2023-11-16,2024-01-02,700
4540,семейная,2024-08-19,2025-01-19,900
4541,базовая,2025-04-01,2025-08-23,500
4542,базовая,2025-01-04,2025-04-01,500
4543,студенческая,2024-12-05,2025-02-20,450
4544,стандарт,2024-03-30,2025-02-23,700
4545,базовая,2024-01-17,2024-07-09,500
4546,студенческая,2024-11-10,2024-12-27,450
4547,семейная,2025-05-15,2025-06-20,900
4548,премиум,2025-02-23,2025-06-29,1200
4549,стандарт,2024-10-09,2025-01-24,700
4550,премиум,2024-06-28,2024-07-04,1200
4551,премиум,2023-06-25,2023-11-05,1200
4552,базовая,2024-08-06,2024-09-02,500
4553,премиум,2024-10-30,2025-02-13,1200
4554,семейная,2023-11-30,2023-12-30,900
4555,стандарт,2024-08-05,2024-12-03,700
4556,стандарт,2025-02-12,2025-02-25,700
4557,премиум,2023-12-23,2023-12-30,1200
4558,стандарт,2025-01-19,2025-04-09,700
4559,базовая,2023-07-04,2023-08-03,500
4560,студенческая,2023-09-07,2023-09-28,450
4561,базовая,2024-04-19,2024-05-24,500
4562,семейная,2025-05-13,2025-10-11,900
4563,стандарт,2024-07-04,2025-05-30,700
4564,стандарт,2025-01-15,2025-01-28,700
4565,стандарт,2023-06-04,2023-07-25,700
4566,студенческая,2023-12-29,2023-12-30,450
4567,стандарт,2024-12-23,2025-06-08,700
4568,семейная,2025-03-31,2025-04-07,900
4569,стандарт,2023-09-19,2023-12-10,700
4570,семейная,2025-03-30,2025-07-02,900
4571,стандарт,2023-06-12,2023-07-08,700
4572,стандарт,2025-01-11,2025-02-06,700
4573,базовая,2023-07-10,2023-09-29,500
4574,стандарт,2024-02-10,2024-03-12,700
4575,премиум,2024-10-28,2024-11-22,1200
4576,студенческая,2023-08-02,2024-01-01,450
4577,стандарт,2023-10-10,2023-11-04,700
4578,стандарт,2025-04-07,2026-01-30,700
4579,базовая,2025-02-22,2025-02-27,500
4580,базовая,2024-03-14,2024-04-09,500
4581,семейная,2024-10-15,2025-07-12,900
4582,базовая,2025-01-18,2025-02-01,500
4583,стандарт,2024-01-14,2024-02-14,700
4584,семейная,2025-01-07,2025-12-29,900
4585,базовая,2023-12-19,2024-03-12,500
4586,базовая,2023-07-28,2023-09-01,500
4587,стандарт,2023-12-06,2024-08-23,700
4588,премиум,2023-07-28,2023-08-01,1200
4589,базовая,2024-04-29,2024-08-17,500
4590,семейная,2023-06-30,2023-12-14,900
4591,премиум,2024-05-04,2024-05-07,1200
4592,базовая,2024-07-31,2024-08-08,500
4593,премиум,2025-02-10,2025-02-27,1200
4594,базовая,2025-01-28,2025-03-09,500
4595,семейная,2023-10-11,2023-10-28,900
4596,семейная,2024-11-30,2024-12-02,900
4597,базовая,2023-09-19,2024-06-09,500
4598,семейная,2023-08-26,2024-01-25,900
4599,стандарт,2024-06-04,2025-04-21,700
4600,студенческая,2025-01-28,2025-03-15,450
4601,студенческая,2024-05-05,2024-05-08,450
4602,студенческая,2023-09-20,2023-10-11,450
4603,студенческая,2024-12-25,2025-06-06,450
4604,студенческая,2023-10-26,2023-12-01,450
4605,премиум,2023-09-21,2024-01-08,1200
4606,базовая,2024-10-31,2025-07-24,500
4607,семейная,2024-08-14,2024-08-21,900
4608,базовая,2024-03-06,2024-12-10,500
4609,семейная,2024-07-07,2025-01-07,900
4610,премиум,2023-12-03,2023-12-29,1200
4611,студенческая,2025-03-01,2025-03-29,450
4612,премиум,2024-01-12,2024-06-28,1200
4613,стандарт,2024-07-03,2025-04-11,700
4614,премиум,2023-11-09,2023-12-02,1200
4615,семейная,2023-06-22,2023-10-05,900
4616,базовая,2024-12-26,2025-01-17,500
4617,стандарт,2025-04-16,2025-05-13,700
4618,базовая,2023-11-26,2023-12-26,500
4619,премиум,2024-05-25,2024-06-19,1200
4620,студенческая,2024-07-31,2025-05-30,450
4621,студенческая,2024-02-16,2024-06-22,450
4622,базовая,2025-02-04,2025-10-19,500
4623,стандарт,2023-10-29,2023-11-14,700
4624,семейная,2024-02-09,2024-02-19,900
4625,премиум,2024-05-23,2024-06-06,1200
4626,семейная,2024-11-17,2024-12-07,900
4627,премиум,2024-04-27,2024-05-09,1200
4628,семейная,2023-12-22,2024-03-05,900
4629,базовая,2023-11-05,2023-12-09,500
4630,стандарт,2025-01-24,2025-02-12,700
4631,стандарт,2024-01-22,2024-02-16,700
4632,премиум,2024-04-08,2024-10-08,1200
4633,студенческая,2025-04-02,2025-04-09,450
4634,базовая,2025-02-03,2025-10-11,500
4635,семейная,2023-12-14,2024-11-14,900
4636,премиум,2023-09-29,2024-02-19,1200
4637,стандарт,2024-06-07,2024-11-27,700
4638,стандарт,2024-03-16,2024-08-28,700
4639,семейная,2023-12-15,2024-04-01,900
4640,стандарт,2024-09-25,2024-10-18,700
4641,стандарт,2024-04-18,2025-04-12,700
4642,премиум,2023-12-13,2023-12-20,1200
4643,студенческая,2025-05-12,2025-06-02,450
4644,премиум,2025-01-24,2025-06-12,1200
4645,стандарт,2025-01-13,2025-01-18,700
4646,стандарт,2025-03-15,2025-12-12,700
4647,базовая,2025-02-22,2025-03-07,500
4648,базовая,2023-10-23,2023-11-08,500
4649,премиум,2024-11-10,2024-11-11,1200
